ID,CITY,STATE,ZIP,COUNTRYCODE,Longitude,Latitude,Match Score
2357,STOCKTON,CA,95205,USA,-121.25786,37.95768,100
2358,STOCKTON,CA,95203,USA,-121.304,37.96015,100
2361,STRASBURG,VA,22657,USA,-78.35901,38.99136,100
2362,STREATOR,IL,61364,USA,-88.83152,41.12282,100
2363,STREETSBORO,OH,44241,USA,-81.34934,41.24496,100
2365,STUARTS DRAFT,VA,24477,USA,-79.02837,38.02896,100
2366,STURGIS,MI,49091,USA,-85.42254,41.80217,100
2367,STURTEVANT,WI,53177,USA,-87.90983,42.69813,100
2368,SUFFIELD,CT,6078,USA,-72.6525,41.98234,100
2369,SUFFOLK,VA,23434,USA,-76.58484,36.72548,100
2370,SUGAR CITY,ID,83448,USA,-111.74384,43.86984,100
2371,SULPHUR SPRINGS,TX,75482,USA,-95.60498,33.137,100
2372,SULTANA,CA,93666,USA,-119.34006,36.54521,100
2373,SUMNER,GA,317890774,USA,-83.73446,31.49601,100
2374,SUMNER,WA,98390,USA,-122.2133649,47.1964705,100
2375,SUN VALLEY,CA,91353,USA,-118.3689,34.21728,100
2376,SUNMAN,IN,47041,USA,-85.09448,39.23407,100
2377,SUNNYSIDE,WA,98944,USA,-120.00706,46.32011,100
2378,SURPRISE,AZ,85374,USA,-112.38886,33.63884,100
2379,SURREY,BC,V3R4G5,CANADA,-122.8010705,49.183683,100
2380,SUSSEX,NJ,7461,USA,-74.59094,41.22935,100
2381,SUWANEE,GA,30024,USA,-84.08727,34.05299,100
2382,SYLVESTER,GA,31791,USA,-83.85785,31.53404,100
2383,SYMERTON,IL,60481,USA,-88.05392156,41.32752406,100
2384,SYRACUSE,NY,13206,USA,-76.11231,43.07309,100
2385,SYRACUSE,NY,13221,USA,-76.14738,43.05042,100
2386,SYRACUSE,NY,13209,USA,-76.2328,43.06999,100
2387,SYRACUSE,NY,13212,USA,-76.1337,43.13264,100
2388,SYRACUSE,NY,13208,USA,-76.15182,43.06597,100
2389,SYRACUSE,NY,132091861,USA,-76.26734,43.119276,100
2390,TACOMA,WA,98421,USA,-122.4051175,47.262975,100
2391,TACOMA,WA,98409,USA,-122.47497,47.21914,100
2392,TACOMA,WA,984212709,USA,-122.3997695,47.243814,100
2393,TALLAHASSEE,FL,32303,USA,-84.27698,30.45634,100
2394,TALLAHASSEE,FL,32305,USA,-84.29729,30.37973,100
2395,TAMPA,FL,33619,USA,-82.380415,27.90680432,100
2396,TAMPA,FL,33605,USA,-82.4383,27.96981,100
2398,TARBORO,NC,27886,USA,-77.53514,35.90258,100
2399,TARRYTOWN,NY,10591,USA,-73.86052,41.08058,100
2400,TAUNTON,MA,2780,USA,-71.09676,41.90326,100
2403,TAYLOR,MI,48180,USA,-83.26947,42.22775,100
2404,TAYLOR,PA,18518,USA,-75.73094919,41.38182511,100
2407,TEMPE,AZ,85282,USA,-111.93586,33.3887,100
2408,TEMPE,AZ,85281,USA,-111.92182,33.41679,100
2411,TEMPLE,TX,76504,USA,-97.34782,31.08716,100
2412,TEMPLE,TX,76502,USA,-97.37567,31.06174,100
2413,TERMINAL ISLAND,CA,90731,USA,-118.2507264,33.72719528,100
2414,TERRE HAUTE,IN,47803,USA,-87.35582,39.47236,100
2415,TERRELL,TX,75160,USA,-96.28086,32.73889,100
2416,TETERBORO,NJ,7608,USA,-74.06869,40.85332,100
2417,TEWKSBURY,MA,1876,USA,-71.22823,42.60804,100
2418,TEXARKANA,AR,71854,USA,-94.03602,33.4421,100
2419,TEXARKANA,TX,75501,USA,-94.06606,33.42846,100
2420,THERMAL,CA,92274,USA,-115.97323,33.33764,100
2421,THOMASVILLE,GA,31799,USA,-83.98321,30.84083,100
2422,THOMASVILLE,GA,31792,USA,-83.98315,30.8431,100
2423,THORNTON,IL,60476,USA,-87.60797,41.57132,100
2424,TIFFIN,OH,44883,USA,-83.17996,41.11637,100
2426,TIFTON,GA,31793,USA,-83.56206,31.46616,100
2427,TINLEY PARK,IL,60477,USA,-87.79128,41.57585,100
2428,TIPP CITY,OH,45371,USA,-84.17495,39.95164,100
2429,TIPTON,PA,16684,USA,-78.2976106,40.6379179,100
2430,TOBYHANNA,PA,18466,USA,-75.42277,41.18311,100
2431,TOBYHANNA,PA,,USA,-75.41819,41.177,100
2432,TOLEDO,OH,43612,USA,-83.56606,41.70336,100
2433,TOLEDO,OH,43607,USA,-83.60684,41.65131,100
2434,TOLLESON,AZ,85353,USA,-112.2713,33.42132,100
2435,TONAWANDA,NY,14150,USA,-78.8776,43.01387,100
2436,TOPEKA,KS,66607,USA,-95.65916,39.04718,100
2437,TOPPENISH,WA,98948,USA,-120.31709,46.37379,100
2438,TORRANCE,CA,90501,USA,-118.32161,33.83281,100
2439,TOWER CITY,PA,17980,USA,-76.55408,40.58771,100
2440,TOWNSEND,VA,23443,USA,-75.93947325,37.21756681,100
2441,TRACY,CA,95304,USA,-121.42944,37.7651,100
2442,TRACY,CA,95376,USA,-121.42994,37.74251,100
2443,TRACY,CA,95377,USA,-121.43967,37.70275,100
2444,TRAIL,MN,56684,USA,-95.69191,47.77751,100
2445,TREMONT,PA,17981,USA,-76.38931,40.62954,100
2446,TRENTON,MO,64683,USA,-93.61674,40.07754,100
2447,TROTWOOD,OH,45426,USA,-84.30388829,39.80741866,100
2448,TROY,OH,45373,USA,-84.20536,40.03522,100
2449,,WA,,USA,-120.5562632,47.41125184,100
2451,HARRISBURG,PA,,USA,-76.88223,40.25986,100
2452,OXNARD,CA,,USA,-119.18012,34.20034,100
2453,SPRINGFIELD,MO,,USA,-93.29159,37.20897,100
2454,TUCKER,GA,30084,USA,-84.21107,33.84954,100
2455,TUCSON,AZ,85713,USA,-110.96964,32.19852,100
2456,TULARE,CA,93275,USA,-119.34387,36.20847,100
2457,TULARE,CA,93271,USA,-118.91237,36.42127,100
2458,TULARE,CA,93274,USA,-119.31986,36.19624,100
2459,TULELAKE,CA,96134,USA,-121.29599,41.67034,100
2460,TULSA,OK,741065901,USA,-95.9831405,36.171357,100
2461,TULSA,OK,74106,USA,-95.97789,36.18385,100
2462,TULSA,OK,74104,USA,-95.95158,36.14927,100
2463,TULSA,OK,74112,USA,-95.8895,36.14078,100
2464,TULSA,OK,74145,USA,-95.89287,36.09135,100
2465,TULSA,OK,74115,USA,-95.9128,36.17637,100
2468,TURKEY,NC,28393,USA,-78.18493,34.99271,100
2469,TURLOCK,CA,95380,USA,-120.84297,37.50052,100
2471,TUSCALOOSA,AL,35401,USA,-87.55911,33.2079,100
2472,TWIN FALLS,ID,83301,USA,-114.47934,42.57299,100
2473,TWIN FALLS,ID,83303,USA,-114.47069,42.56509,100
2474,TWINSBURG,OH,44087,USA,-81.44505,41.31717,100
2475,TYLER,TX,75701,USA,-95.30349,32.33687,100
2476,ULYSSES,KS,67880,USA,-101.35514,37.58296,100
2479,UNION CITY,CA,94587,USA,-122.04902,37.59445,100
2480,UNION CITY,GA,30349,USA,-84.54690873,33.61029424,100
2481,UNION CITY,GA,30291,USA,-84.5473,33.57846,100
2482,UNION CITY,PA,16438,USA,-79.84778,41.89774,100
2484,UNIONTOWN,AL,36786,USA,-87.51566,32.45056,100
2486,UNIVERSITY PARK,IL,60484,USA,-87.68173,41.44198,100
2487,UPPER MARLBORO,MD,20774,USA,-76.84086,38.90244,100
2488,URBANA,IL,61802,USA,-88.1638859,40.0893091,100
2489,URBANA,IL,61801,USA,-88.21856,40.10005,100
2490,URBANA,OH,43078,USA,-83.75229,40.11056,100
2492,UVALDE,TX,78802,USA,-99.78605,29.2092,100
2493,UVALDE,TX,78801,USA,-99.78859,29.20709,100
2495,VACAVILLE,CA,95688,USA,-122.00058,38.35419,100
2496,VADNAIS HEIGHTS,MN,55110,USA,-93.04873048,45.04637611,100
2497,VALDOSTA,GA,31601,USA,-83.28305,30.83581,100
2498,VALPARAISO,IN,46383,USA,-87.05726,41.47136,100
2499,VALPARAISO,IN,46385,USA,-87.13186,41.54213,100
2500,VAN BUREN,IN,46991,USA,-85.50489,40.6172,100
2501,VAN BUREN,ME,4785,USA,-67.93769,47.15679,100
2502,VAN BUREN,AR,72956,USA,-94.35027,35.43689,100
2505,VERNON,CA,90058,USA,-118.212739,34.00143413,100
2506,VERNON,CA,90023,USA,-118.2070251,34.01376492,100
2507,VERONA,VA,24482,USA,-79.00539,38.20488,100
2510,VICTORVILLE,CA,92395,USA,-117.30949,34.51164,100
2511,VICTORVILLE,CA,92394,USA,-117.35139,34.52134,100
2513,VIDALIA,GA,30474,USA,-82.41057,32.21638,100
2514,VILLA RICA,GA,30180,USA,-84.92348,33.72868,100
2515,VINCENNES,IN,47591,USA,-87.50877,38.67593,100
2518,VINITA PARK,MO,63114,USA,-90.33712277,38.69020044,100
2519,VISALIA,CA,93291,USA,-119.29581,36.33493,100
2520,VISALIA,CA,93278,USA,-119.31638,36.30926,100
2521,VONORE,TN,37885,USA,-84.22332,35.56762,100
2524,WACO,TX,76712,USA,-97.29124904,31.488843,100
2525,WACO,TX,76710,USA,-97.18989,31.52519,100
2526,WACO,TX,76714,USA,-97.19153,31.52864,100
2527,WADDELL,AZ,85355,USA,-112.44714,33.56326,100
2528,WAINSCOTT,NY,11975,USA,-72.24734,40.94714,100
2529,WAITE PARK,MN,56387,USA,-94.22447,45.54309,100
2531,WALFORD,IA,52351,USA,-91.83613,41.87701,100
2532,WALKERVILLE,MI,49459,USA,-86.11274,43.72887,100
2533,WALLA WALLA,WA,99362,USA,-118.33358,46.06683,100
2534,WALLER,TX,77484,USA,-95.92713,30.05446,100
2536,WALNUT GROVE,CA,95690,USA,-121.51381,38.24544,100
2538,WALTON,NY,13856,USA,-75.13031,42.17115,100
2541,WAPATO,WA,98951,USA,-120.4433,46.44804,100
2542,WARDEN,WA,98857,USA,-119.04433,46.96561,100
2547,WARREN,OH,44484,USA,-80.76418,41.23206,100
2548,WARREN,OH,44483,USA,-80.79106,41.23945,100
2549,WARRENTON,MO,63383,USA,-91.17171,38.81109,100
2550,WARSAW,IN,46580,USA,-85.85934,41.23554,100
2551,WARSAW,NC,28398,USA,-78.08772,35.00028,100
2552,WASECA,MN,56093,USA,-93.50577,44.07672,100
2553,WASHINGTON,DC,20017,USA,-76.99105,38.93576,100
2554,WASHINGTON,PA,15301,USA,-80.24943,40.17391,100
2555,WATER MILL,NY,11976,USA,-72.35307,40.91255,100
2556,WATERFORD,MI,48329,USA,-83.375,42.68919,100
2557,WATERLOO,IA,50703,USA,-92.33589,42.5052,100
2559,WATERLOO,IA,50704,USA,-92.33911,42.50026,100
2560,WATERVLIET,MI,49098,USA,-86.26332,42.18803,100
2561,WATSONTOWN,PA,17777,USA,-76.83445,41.09773,100
2562,WATSONVILLE,CA,95076,USA,-121.75816,36.91171,100
2563,WAUKEGAN,IL,60085,USA,-87.83698,42.36528,100
2564,WAUKESHA,WI,53186,USA,-88.23126,43.00587,100
2565,WAUKESHA,WI,53187,USA,-88.2244,43.00889,100
2567,WAUSAU,WI,54401,USA,-89.64324,44.96714,100
2568,WAUSEON,OH,43567,USA,-84.14606,41.56008,100
2569,WAVERLY,IA,50677,USA,-92.47456,42.72729,100
2570,WAXAHACHIE,TX,75167,USA,-96.98716,32.33392,100
2571,WAYNE,NJ,7470,USA,-74.22476,40.95147,100
2572,WELLS,ME,4090,USA,-70.59722,43.27526,100
2573,WELLSTON,OH,45692,USA,-82.53461,39.12091,100
2574,WENONA,IL,61377,USA,-89.05299,41.05311,100
2575,WENTZVILLE,MO,63385,USA,-90.85846,38.8119,100
2576,WESLACO,TX,78599,USA,-97.98845,26.21405,100
2578,WEST ALLIS,WI,53227,USA,-88.03246844,42.9881702,100
2579,WEST BEND,WI,53090,USA,-88.19009,43.44039,100
2580,WEST BRANCH,IA,52358,USA,-91.34252,41.67711,100
2582,WEST CHESTER,OH,45069,USA,-84.40395,39.34889,100
2583,WEST CHICAGO,IL,60185,USA,-88.19965,41.88343,100
2585,WEST JEFFERSON,OH,43162,USA,-83.28254,39.94035,100
2586,WEST JORDAN,UT,84088,USA,-111.93862,40.5884,100
2587,WEST MEMPHIS,AR,72301,USA,-90.14974,35.14721,100
2588,WEST PADUCAH,KY,42086,USA,-88.77078,37.07637,100
2590,WEST SACRAMENTO,CA,95605,USA,-121.51951,38.58954,100
2593,WESTBOROUGH,MA,1581,USA,-71.61363,42.27249,100
2594,WESTFIELD,NY,14787,USA,-79.57512,42.32123,100
2596,WESTON,FL,33331,USA,-80.3626076,26.0759027,100
2597,WESTON,OR,97886,USA,-118.42241,45.81221,100
2598,WESTVILLE,IN,46391,USA,-86.91321,41.55629,100
2599,WEYAUWEGA,WI,54983,USA,-88.993,44.242892,100
2600,WHARTON,NJ,7885,USA,-74.57828,40.90968,100
2602,WHARTON,NJ,78851646,USA,-74.57822,40.90245,100
2603,WHITE PIGEON,MI,49099,USA,-85.64126,41.79619,100
2604,WHITE SETTLEMENT,TX,76108,USA,-97.46548376,32.78021015,100
2605,WHITESTONE,NY,11357,USA,-73.81464,40.79112,100
2606,WHITINSVILLE,MA,1588,USA,-71.66151,42.11284,100
2607,WHITSETT,NC,27377,USA,-79.59302,36.0622,100
2608,WICHITA,KS,67219,USA,-97.31242,37.80165,100
2609,WICHITA,KS,67213,USA,-97.3594,37.67329,100
2610,WILDER,KY,41076,USA,-84.47796554,39.02944844,100
2611,WILDWOOD,FL,34785,USA,-82.03874,28.86359,100
2612,WILKES-BARRE,PA,18702,USA,-75.90115,41.23849,100
2613,WILLCOX,AZ,85643,USA,-109.83605,32.25439,100
2614,WILLIAMS,CA,95987,USA,-122.16139,39.14936,100
2615,WILLIAMSBURG,VA,23185,USA,-76.68608,37.27868,100
2616,WILLIAMSON,NY,14589,USA,-77.1742,43.23498,100
2617,WILLIAMSPORT,MD,21795,USA,-77.81878,39.59867,100
2618,WILLIAMSTON,SC,29697,USA,-82.50806,34.61696,100
2619,WILLIAMSTOWN,NY,13493,USA,-75.89593,43.41862,100
2620,WILLISTON,VT,5495,USA,-73.10572,44.43286,100
2622,WILMER,TX,75172,USA,-96.68531,32.59524,100
2623,WILMINGTON,IL,60481,USA,-88.13979,41.30026,100
2625,WILSON,NC,27893,USA,-77.91052,35.72092,100
2626,WILSONVILLE,OR,97070,USA,-122.76419,45.30639,100
2627,WILTON,WI,54670,USA,-90.50437,43.83535,100
2629,WINCHESTER,VA,22603,USA,-78.17338,39.2076,100
2632,WINDSOR,WI,53598,USA,-89.34185,43.21106,100
2634,WINDSOR LOCKS,CT,6096,USA,-72.6513,41.92168,100
2637,WINNEMUCCA,NV,89445,USA,-117.73377,40.96914,100
2638,WINSTON-SALEM,NC,27107,USA,-80.21985,36.06792,100
2639,WINSTON-SALEM,NC,27105,USA,-80.25307,36.11542,100
2640,WINTER HAVEN,FL,33880,USA,-81.75063,28.0095,100
2641,WINTER HAVEN,FL,33881,USA,-81.72462,28.04209,100
2642,WINTER HAVEN,FL,33882,USA,-81.72733,28.02218,100
2643,WINTER PARK,FL,32792,USA,-81.2895,28.59079,100
2645,WINTHROP,ME,4364,USA,-69.96809,44.3067,100
2646,WISCONSIN DELLS,WI,53965,USA,-89.7988849,43.602932,100
2647,WISCONSIN RAPIDS,WI,54495,USA,-89.85015,44.39658,100
2649,WOBURN,MA,1801,USA,-71.13194,42.48783,100
2650,WOOD DALE,IL,60191,USA,-87.97459,41.95934,100
2651,WOODBRIDGE,NJ,7095,USA,-74.2991581,40.553495,100
2652,WOODBURN,OR,97071,USA,-122.85786,45.14192,100
2653,WOODLAND,CA,95776,USA,-121.75869,38.67145,100
2654,WOODLAWN,OH,45215,USA,-84.47144165,39.25511068,100
2655,WOODRIDGE,IL,60517,USA,-88.03746,41.74271,100
2657,WOODSTOCK,IL,60098,USA,-88.44634,42.31281,100
2659,WOONSOCKET,RI,2895,USA,-71.51076,42.00219,100
2660,WORCESTER,MA,1610,USA,-71.81676,42.25459,100
2661,WRAY,CO,80758,USA,-102.22473,40.07742,100
2662,WYNNE,AR,72396,USA,-90.79107,35.22612,100
2663,WYOMING,MI,49548,USA,-85.66701978,42.89076921,100
2664,WYOMING,MI,49508,USA,-85.64489368,42.89563234,100
2665,WYOMING,MI,49509,USA,-85.68757,42.90785,100
2666,WYOMISSING,PA,19610,USA,-75.96765627,40.33334102,100
2667,XENIA,OH,45385,USA,-83.93509,39.68319,100
2668,YAKIMA,WA,98907,USA,-120.50217,46.6009,100
2669,YAKIMA,WA,98902,USA,-120.52356,46.60028,100
2670,YAKIMA,WA,98903,USA,-120.47842,46.5541,100
2671,YAKIMA,WA,98904,USA,-120.50721,46.60448,100
2672,YAKIMA,WA,98908,USA,-120.60371,46.59652,100
2673,YAKIMA,WA,98901,USA,-120.49918,46.60387,100
2675,YODER,IN,46798,USA,-85.2323,40.97234,100
2676,YORK,PA,17402,USA,-76.66971,39.96504,100
2677,YORK,PA,17408,USA,-76.78132,39.97745,100
2678,YORK,PA,17406,USA,-76.7299,40.00218,100
2679,YORK,PA,17401,USA,-76.73041,39.95995,100
2682,YOUNGWOOD,PA,15697,USA,-79.58317,40.23789,100
2683,YUBA CITY,CA,95993,USA,-121.64249,39.15444,100
2684,YUBA CITY,CA,95991,USA,-121.6201,39.13576,100
2685,YUMA,AZ,85365,USA,-114.60794,32.68007,100
2686,ZANESVILLE,OH,43701,USA,-82.01167,39.95527,100
2687,ZANESVILLE,OH,43702,USA,-81.99764,39.94973,100
2690,ZELLWOOD,FL,32798,USA,-81.58339,28.72129,100
2691,ZEPHYRHILLS,FL,33542,USA,-82.17534,28.24049,100
2692,ZEPHYRHILLS,FL,33540,USA,-82.17781,28.26789,100
2693,ZILLAH,WA,98953,USA,-120.26198,46.40871,100
2694,ZOLFO SPRINGS,FL,33890,USA,-81.7927,27.49596,100
